Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome
0,0,0,1,1,120000.0,180.0,1,2,0,10383.0
0,1,2,1,0,112000.0,360.0,1,2,1,9703.0
0,1,1,0,0,137000.0,180.0,1,2,1,6608.0
0,1,1,1,0,123000.0,480.0,1,1,1,4725.0
0,1,0,1,0,90000.0,360.0,1,2,1,3677.0
0,1,0,0,0,201000.0,360.0,0,1,0,5558.0
1,0,2,1,0,138000.0,360.0,1,2,0,3427.0
0,0,0,0,1,104000.0,360.0,1,0,1,4750.0
0,1,1,0,0,279000.0,180.0,1,1,1,9762.0
0,0,0,1,1,192000.0,360.0,0,2,0,16250.0
1,0,3,1,0,255000.0,360.0,1,0,1,3083.0
0,0,0,0,0,115000.0,360.0,0,0,0,6045.0
0,1,3,1,0,94000.0,360.0,1,2,0,5250.0
0,1,0,1,0,304000.0,360.0,1,0,0,16783.0
0,1,3,0,0,128000.0,360.0,0,1,0,4931.0
0,1,1,1,0,330000.0,360.0,0,2,1,10333.0
0,0,0,1,0,134000.0,360.0,1,1,1,4269.0
1,0,1,1,0,155000.0,36.0,1,1,0,3481.0
1,0,0,1,0,120000.0,360.0,1,0,1,7200.0
0,0,0,1,1,128000.0,360.0,1,1,1,5166.0
0,0,0,1,0,151000.0,360.0,1,0,1,7542.0
0,1,2,1,0,150000.0,360.0,1,1,1,6095.0
0,1,3,1,0,160000.0,360.0,0,2,1,6144.0
1,0,0,1,0,135000.0,360.0,1,0,0,3418.0
1,0,1,1,0,90000.0,360.0,1,2,1,4436.0
1,0,0,1,0,30000.0,360.0,1,2,1,3237.0
0,1,0,1,0,136000.0,360.0,1,2,1,11146.0
0,0,0,1,0,126000.0,360.0,1,0,1,4690.0
0,1,0,1,0,150000.0,360.0,1,1,1,4843.0
0,1,2,1,0,90000.0,360.0,1,1,1,3900.0
0,1,1,1,0,115000.0,360.0,1,1,1,4592.0
0,1,0,1,0,207000.0,360.0,1,1,1,7267.0
0,1,0,1,0,80000.0,360.0,1,2,1,4403.0
0,1,0,1,0,436000.0,360.0,1,1,1,14583.0
1,1,0,0,0,124000.0,360.0,0,0,1,4100.0
0,0,1,0,1,158000.0,360.0,0,2,0,6479.0
0,1,0,1,0,112000.0,360.0,1,1,1,4727.0
0,1,2,1,0,78000.0,180.0,1,2,1,3286.7999878
1,0,0,1,0,54000.0,360.0,1,2,1,3477.0
0,0,0,1,0,89000.0,360.0,1,0,1,6211.0
1,0,0,1,1,99000.0,300.0,1,1,0,4317.0
0,1,0,1,0,120000.0,360.0,1,0,1,5704.0
1,0,0,1,0,115000.0,360.0,1,1,1,4124.0
0,0,0,1,0,187000.0,360.0,1,0,1,9508.0
0,1,0,1,0,139000.0,360.0,1,0,1,5491.0
0,1,2,1,0,127000.0,360.0,0,1,0,4400.0
0,1,2,1,0,134000.0,360.0,1,2,1,4713.0
1,0,0,1,0,143000.0,480.0,0,2,0,5417.0
0,1,0,1,0,172000.0,360.0,1,1,1,5717.0
0,1,3,1,0,110000.0,360.0,1,2,1,5666.0
0,1,1,1,0,200000.0,360.0,1,1,1,6875.0
1,1,1,1,0,135000.0,360.0,1,2,1,4666.0
1,0,0,1,0,151000.0,480.0,1,0,0,7541.0
0,1,1,1,0,113000.0,360.0,1,2,0,4939.0
0,1,0,0,0,93000.0,360.0,0,2,0,4734.0
0,1,0,0,0,105000.0,360.0,1,1,1,4625.0
1,0,0,1,0,132000.0,360.0,1,0,1,5000.0
0,1,1,1,0,96000.0,360.0,1,2,1,3428.0
0,0,0,1,0,140000.0,360.0,1,0,1,6500.0
1,0,0,1,0,135000.0,360.0,1,0,1,5428.0
1,0,0,1,0,104000.0,360.0,0,2,0,4263.0
0,0,0,1,0,480000.0,360.0,1,0,0,20233.0
0,1,2,0,0,185000.0,360.0,0,0,1,7667.0
1,0,0,1,0,84000.0,360.0,1,1,1,2917.0
0,0,0,0,0,111000.0,360.0,1,1,1,5332.0
1,0,0,1,0,56000.0,360.0,1,0,1,2507.0
0,1,2,1,1,144000.0,84.0,0,0,1,5746.0
0,1,1,0,0,111000.0,180.0,1,2,1,5039.0
0,1,2,1,0,120000.0,360.0,1,1,1,3717.0
0,1,0,1,0,88000.0,360.0,0,2,1,4192.0
1,0,1,1,0,112000.0,360.0,0,1,1,3541.0
0,1,1,1,1,155000.0,360.0,1,0,0,10000.0
0,1,0,1,0,115000.0,360.0,1,1,1,4567.0
0,1,3,1,0,124000.0,360.0,1,1,1,4531.0
1,0,0,1,0,132000.0,360.0,0,0,1,6151.0
0,1,3,1,0,300000.0,360.0,1,0,1,15000.0
0,1,1,1,1,376000.0,360.0,0,0,0,13649.0
0,0,0,1,0,130000.0,360.0,0,0,1,4917.0
0,1,0,1,1,184000.0,360.0,1,1,1,7978.0
1,1,0,1,0,110000.0,360.0,1,2,0,6784.0
1,0,0,1,0,67000.0,360.0,1,2,1,2500.0
0,0,1,1,0,117000.0,360.0,1,2,1,6177.0
0,0,0,1,0,98000.0,360.0,1,1,1,2935.0
0,0,0,1,0,71000.0,360.0,1,2,1,2833.0
0,1,0,1,0,490000.0,180.0,1,2,1,63337.0
0,1,1,1,0,160000.0,360.0,1,0,1,5938.0
0,1,2,1,1,176000.0,360.0,1,0,1,7100.0
1,0,0,1,0,71000.0,360.0,1,1,1,4160.0
0,1,3,0,0,173000.0,360.0,1,0,0,4234.0
1,0,0,1,0,46000.0,360.0,1,0,0,2378.0
0,1,1,0,0,158000.0,360.0,1,2,1,5783.0
0,1,3,0,0,74000.0,360.0,1,1,1,3173.0
0,1,2,1,0,125000.0,360.0,1,0,1,4913.0
0,1,0,1,0,160000.0,360.0,1,1,1,4957.0
0,1,0,0,0,152000.0,360.0,0,0,0,6753.0
0,1,2,0,0,126000.0,360.0,1,2,1,5251.0
0,1,0,1,0,259000.0,360.0,0,1,1,10916.0
0,1,0,1,0,187000.0,360.0,1,0,1,8875.0
0,1,0,1,0,228000.0,360.0,1,1,1,9083.0
0,0,0,1,0,308000.0,360.0,1,0,0,12917.0
0,1,3,1,0,95000.0,360.0,1,0,1,4749.0
1,1,0,1,1,105000.0,360.0,0,0,0,5500.0
1,1,0,1,0,130000.0,360.0,1,1,1,2928.0
1,0,0,1,0,116000.0,180.0,1,2,1,3813.0
0,1,2,1,0,165000.0,360.0,1,0,1,11500.0
0,1,1,1,0,67000.0,360.0,1,2,0,3875.0
0,1,0,0,0,100000.0,480.0,0,2,0,4666.0
0,1,3,1,0,200000.0,360.0,1,1,1,8334.0
1,0,1,1,0,81000.0,360.0,1,1,0,4723.0
0,1,2,1,0,236000.0,360.0,1,1,1,8667.0
0,1,0,1,0,130000.0,360.0,1,2,1,7083.0
0,1,0,1,0,95000.0,300.0,0,2,1,6046.0
0,0,0,1,1,141000.0,360.0,1,0,1,6822.0
0,0,0,0,0,133000.0,360.0,1,0,0,6216.0
0,0,0,1,0,96000.0,480.0,1,1,0,2500.0
0,1,1,1,0,175000.0,360.0,1,1,1,6325.0
0,1,0,1,0,570000.0,360.0,1,0,0,24996.0
1,0,0,1,1,55000.0,360.0,1,1,1,15759.0
0,1,2,1,0,155000.0,360.0,1,1,1,5185.0
0,1,2,1,1,380000.0,300.0,1,0,1,17196.0
0,0,1,1,0,111000.0,180.0,0,2,0,5049.0
1,0,0,1,0,110000.0,360.0,1,2,1,4223.0
0,1,0,1,0,120000.0,180.0,1,2,1,5740.0
0,1,3,1,0,130000.0,360.0,1,0,1,13746.0
0,1,0,1,0,130000.0,360.0,0,1,1,4310.0
0,0,0,1,0,71000.0,480.0,1,2,0,3069.0
0,1,2,1,0,130000.0,360.0,1,2,1,5391.0
0,1,0,1,0,128000.0,360.0,1,1,1,5833.0
0,0,0,1,0,296000.0,360.0,1,1,1,10173.0
1,0,0,1,0,156000.0,360.0,1,2,1,6000.0
0,0,0,1,1,128000.0,360.0,1,2,1,7167.0
0,1,2,1,0,100000.0,360.0,1,2,0,4566.0
0,0,1,1,0,113000.0,180.0,1,2,1,3667.0
0,0,0,0,0,132000.0,360.0,1,1,1,3946.0
0,1,0,1,0,136000.0,360.0,1,2,1,4750.0
0,1,0,1,0,125000.0,360.0,1,0,1,5488.0
0,0,3,1,0,185000.0,360.0,1,0,1,9167.0
0,1,3,1,0,275000.0,360.0,1,0,1,9504.0
0,1,0,1,0,120000.0,360.0,0,2,1,4698.0
0,1,2,0,0,113000.0,180.0,1,1,1,3618.0
0,1,2,1,0,113000.0,360.0,1,2,1,4500.0
0,1,2,1,0,135000.0,360.0,0,1,1,3760.0
1,0,0,1,0,71000.0,360.0,0,2,0,3180.0
0,1,0,1,0,95000.0,360.0,1,2,1,4492.0
0,0,0,0,0,109000.0,360.0,1,0,1,5568.0
1,0,0,1,0,103000.0,360.0,0,1,0,3300.0
0,1,2,0,0,45000.0,180.0,0,2,0,2889.0
0,0,0,0,0,65000.0,300.0,1,0,0,2755.0
0,0,0,1,0,103000.0,360.0,1,1,1,22500.0
1,0,0,0,0,53000.0,360.0,1,1,1,1963.0
1,0,0,1,1,194000.0,360.0,1,0,0,7441.0
1,0,0,1,0,115000.0,360.0,1,1,1,4547.0
0,1,0,0,0,115000.0,360.0,1,2,1,4567.0
1,0,0,0,0,66000.0,360.0,1,0,1,2213.0
0,1,1,1,0,152000.0,300.0,0,1,0,8300.0
0,1,3,1,0,360000.0,360.0,0,0,0,81000.0
1,0,1,0,1,62000.0,360.0,1,1,0,3867.0
0,1,0,1,0,160000.0,360.0,0,2,1,6256.0
0,1,0,0,0,218000.0,360.0,0,0,0,6096.0
0,1,0,0,0,110000.0,360.0,1,0,1,4286.0
1,1,0,0,0,178000.0,360.0,0,1,0,5386.0
1,0,0,1,0,60000.0,360.0,1,2,1,2995.0
1,0,1,1,0,160000.0,360.0,1,2,0,2600.0
0,1,2,1,1,239000.0,360.0,1,2,0,21600.0
0,1,0,1,0,112000.0,360.0,1,0,1,3798.0
0,1,0,1,0,138000.0,360.0,1,1,1,4663.0
0,1,0,1,0,138000.0,360.0,1,0,1,5829.0
0,1,0,1,0,100000.0,360.0,1,2,1,3539.0
0,1,0,1,0,96000.0,360.0,1,1,1,14880.0
0,1,0,1,0,121000.0,360.0,1,0,1,6966.0
1,0,1,0,0,81000.0,360.0,1,0,0,4606.0
0,1,2,1,0,133000.0,360.0,1,1,1,5935.0
0,1,0,1,0,87000.0,360.0,1,0,1,2936.12000084
0,0,0,0,0,60000.0,180.0,1,2,1,2717.0
1,0,1,1,1,150000.0,360.0,1,1,1,8624.0
0,0,0,1,0,105000.0,360.0,0,0,0,6500.0
0,0,0,1,0,405000.0,360.0,1,1,1,12876.0
0,1,0,1,0,143000.0,360.0,1,1,1,4765.0
0,0,0,1,0,100000.0,360.0,1,2,1,3750.0
0,0,0,1,0,50000.0,360.0,1,1,1,3777.0
0,0,0,1,1,187000.0,360.0,0,2,0,10416.0
1,1,0,0,1,138000.0,360.0,1,0,1,7142.0
0,0,0,1,0,187000.0,360.0,1,1,1,8724.0
0,1,0,1,0,180000.0,360.0,1,0,1,9734.0
0,0,3,0,0,148000.0,360.0,1,1,1,6700.0
0,0,1,1,0,152000.0,360.0,1,1,1,37719.0
0,1,0,1,0,175000.0,300.0,0,0,1,15666.0
0,1,1,1,1,130000.0,360.0,1,0,1,4676.0
0,1,2,0,0,110000.0,360.0,1,0,1,4652.0
0,1,0,1,0,55000.0,360.0,1,0,0,4915.0
0,1,2,1,0,150000.0,360.0,0,0,0,5050.0
0,0,1,0,1,190000.0,360.0,0,1,0,4311.0
0,1,2,0,0,125000.0,360.0,0,0,0,3564.0
0,1,2,0,0,60000.0,300.0,0,2,1,3414.0
0,1,0,1,0,149000.0,360.0,0,0,0,5681.0
0,1,0,1,0,90000.0,180.0,0,0,1,4949.0
0,0,0,1,1,84000.0,360.0,1,1,1,7085.0
0,1,2,1,0,96000.0,360.0,1,1,1,3859.0
0,1,0,1,0,118000.0,360.0,1,2,1,4301.0
0,1,0,1,0,173000.0,360.0,1,2,0,6277.0
0,0,2,1,0,136000.0,360.0,1,0,1,4354.0
0,1,0,1,0,160000.0,360.0,1,1,0,8334.0
0,1,3,1,0,128000.0,180.0,1,2,1,7740.0
0,1,0,1,0,153000.0,360.0,1,0,1,5203.0
1,0,1,0,0,132000.0,360.0,1,1,1,5191.0
0,0,0,1,0,98000.0,360.0,0,1,0,4166.0
0,0,0,1,0,140000.0,360.0,1,0,1,6000.0
0,1,3,0,0,70000.0,180.0,0,2,0,4611.0
1,1,2,0,0,98000.0,360.0,1,1,1,3127.0
0,1,0,1,0,110000.0,360.0,1,2,0,6784.0
0,1,1,1,1,162000.0,360.0,1,1,1,5529.0
0,1,1,0,0,113000.0,180.0,0,0,0,4153.0
0,1,3,1,0,100000.0,360.0,1,1,1,4691.0
1,0,0,1,1,93000.0,360.0,0,2,1,2500.0
0,0,2,1,0,162000.0,360.0,1,0,1,10180.0
0,1,2,1,1,150000.0,360.0,1,0,1,17539.0
0,1,2,1,0,230000.0,300.0,1,1,1,8450.0
0,1,1,1,1,86000.0,360.0,1,1,1,18917.0
1,0,0,0,0,154000.0,360.0,1,0,1,4350.0
0,1,3,0,0,113000.0,360.0,1,0,1,3095.0
0,1,0,1,0,128000.0,360.0,1,1,1,5233.0
0,1,0,1,0,234000.0,360.0,1,1,1,10833.0
0,1,2,1,0,246000.0,360.0,1,1,1,8333.0
0,1,1,0,0,131000.0,360.0,1,0,1,4394.0
0,0,2,1,0,80000.0,360.0,0,0,0,3547.0
0,1,1,1,0,500000.0,360.0,1,2,0,18333.0
0,1,2,1,1,160000.0,360.0,1,1,1,6666.0
0,0,0,1,0,75000.0,360.0,1,2,0,2435.0
0,0,0,0,0,96000.0,360.0,0,1,1,5484.0
0,1,1,0,0,186000.0,360.0,0,2,1,6464.0
0,0,0,0,0,110000.0,360.0,1,0,1,3691.0
1,0,0,0,1,225000.0,360.0,1,1,1,17263.0
0,1,0,1,0,119000.0,360.0,0,0,0,5754.0
1,1,1,1,0,105000.0,84.0,1,1,1,4239.0
0,1,0,0,0,107000.0,360.0,1,0,1,4300.0
0,1,0,1,0,111000.0,12.0,0,2,1,7482.0
0,1,1,1,1,95000.0,360.0,1,1,1,2895.0
0,0,0,1,0,209000.0,360.0,0,0,0,10699.0
1,0,0,1,0,113000.0,480.0,1,0,1,4328.0
1,0,0,1,0,100000.0,360.0,1,1,1,3159.0
0,1,2,1,0,208000.0,360.0,1,1,1,10489.0
0,1,1,0,0,138000.0,360.0,0,0,0,9352.0
0,1,0,0,0,124000.0,300.0,1,1,1,5297.0
